unit_id,project,relative_path,loc,condition,repetition,success,iterations_used,wall_time_seconds,timestamp,n_feedback_rounds
argh/argh.h,argh,argh.h,485,A: compiler stderr,0,False,8,153.42530309799986,2026-05-14 20:38:05.477421+00:00,8
argh/argh.h,argh,argh.h,485,A: compiler stderr,1,True,2,50.81325274399933,2026-05-14 20:38:56.291790+00:00,2
argh/argh.h,argh,argh.h,485,B: LSP diagnostics,0,True,2,82.47068514199782,2026-05-14 20:40:18.763225+00:00,2
argh/argh.h,argh,argh.h,485,B: LSP diagnostics,1,True,2,43.04253941999923,2026-05-14 20:41:01.806478+00:00,2
argh/argh_tests.cpp,argh,argh_tests.cpp,885,A: compiler stderr,0,True,1,17.115410495996912,2026-05-14 20:41:18.922558+00:00,1
argh/argh_tests.cpp,argh,argh_tests.cpp,885,A: compiler stderr,1,True,0,20.465560887998436,2026-05-14 20:41:39.388656+00:00,0
argh/argh_tests.cpp,argh,argh_tests.cpp,885,B: LSP diagnostics,0,True,0,3.9748645729996492,2026-05-14 20:41:43.364084+00:00,0
argh/argh_tests.cpp,argh,argh_tests.cpp,885,B: LSP diagnostics,1,True,0,7.221095470998989,2026-05-14 20:41:50.585730+00:00,0
argh/doctest.h,argh,doctest.h,6580,A: compiler stderr,0,True,1,66.12774273399918,2026-05-14 20:42:56.714131+00:00,1
argh/doctest.h,argh,doctest.h,6580,A: compiler stderr,1,True,6,166.43110833399987,2026-05-14 20:45:43.145904+00:00,6
argh/doctest.h,argh,doctest.h,6580,B: LSP diagnostics,0,True,7,475.7499587359998,2026-05-14 20:53:38.897704+00:00,7
argh/doctest.h,argh,doctest.h,6580,B: LSP diagnostics,1,True,1,33.280505119000736,2026-05-14 20:54:12.179578+00:00,1
argh/example.cpp,argh,example.cpp,32,A: compiler stderr,0,True,1,10.3148476690003,2026-05-14 20:54:22.495120+00:00,1
argh/example.cpp,argh,example.cpp,32,A: compiler stderr,1,True,0,4.343902220000018,2026-05-14 20:54:26.839946+00:00,0
argh/example.cpp,argh,example.cpp,32,B: LSP diagnostics,0,True,0,3.522358092999638,2026-05-14 20:54:30.362984+00:00,0
argh/example.cpp,argh,example.cpp,32,B: LSP diagnostics,1,True,0,3.64812092899956,2026-05-14 20:54:34.011642+00:00,0
argh/test_package/test_package.cpp,argh,test_package/test_package.cpp,14,A: compiler stderr,0,True,0,1.933634991000872,2026-05-14 20:54:35.946053+00:00,0
argh/test_package/test_package.cpp,argh,test_package/test_package.cpp,14,A: compiler stderr,1,True,0,1.7293521160027012,2026-05-14 20:54:37.676128+00:00,0
argh/test_package/test_package.cpp,argh,test_package/test_package.cpp,14,B: LSP diagnostics,0,True,0,2.405944534999435,2026-05-14 20:54:40.082632+00:00,0
argh/test_package/test_package.cpp,argh,test_package/test_package.cpp,14,B: LSP diagnostics,1,True,0,1.483072420000098,2026-05-14 20:54:41.566483+00:00,0
