unit_id,project,relative_path,loc,condition,repetition,success,iterations_used,wall_time_seconds,timestamp,n_feedback_rounds
debug_assert/debug_assert.hpp,debug_assert,debug_assert.hpp,370,A: compiler stderr,0,True,1,24.85241082599896,2026-05-14 21:03:58.405797+00:00,1
debug_assert/debug_assert.hpp,debug_assert,debug_assert.hpp,370,A: compiler stderr,1,True,3,38.90967360200011,2026-05-14 21:04:37.316058+00:00,3
debug_assert/debug_assert.hpp,debug_assert,debug_assert.hpp,370,B: LSP diagnostics,0,True,3,67.69669581999915,2026-05-14 21:05:45.013425+00:00,3
debug_assert/debug_assert.hpp,debug_assert,debug_assert.hpp,370,B: LSP diagnostics,1,True,5,106.8217021240016,2026-05-14 21:07:31.835930+00:00,5
debug_assert/example.cpp,debug_assert,example.cpp,55,A: compiler stderr,0,True,2,16.044799470000726,2026-05-14 21:07:47.881426+00:00,2
debug_assert/example.cpp,debug_assert,example.cpp,55,A: compiler stderr,1,True,3,34.071372819002136,2026-05-14 21:08:21.953422+00:00,3
debug_assert/example.cpp,debug_assert,example.cpp,55,B: LSP diagnostics,0,True,2,22.942396556001768,2026-05-14 21:08:44.896540+00:00,2
debug_assert/example.cpp,debug_assert,example.cpp,55,B: LSP diagnostics,1,True,2,43.395672814000136,2026-05-14 21:09:28.292835+00:00,2
debug_assert/test_package/example.cpp,debug_assert,test_package/example.cpp,68,A: compiler stderr,0,True,3,38.517885002002004,2026-05-14 21:10:06.811663+00:00,3
debug_assert/test_package/example.cpp,debug_assert,test_package/example.cpp,68,A: compiler stderr,1,True,2,31.43426231199919,2026-05-14 21:10:38.246547+00:00,2
debug_assert/test_package/example.cpp,debug_assert,test_package/example.cpp,68,B: LSP diagnostics,0,True,3,47.64833729899692,2026-05-14 21:11:25.895564+00:00,3
debug_assert/test_package/example.cpp,debug_assert,test_package/example.cpp,68,B: LSP diagnostics,1,True,1,15.465946584001358,2026-05-14 21:11:41.362051+00:00,1
